,address,area,city,guest_recommendation,hotel_description,hotel_facilities,latitude,locality,longitude,property_id,property_name,property_type,province,room_count,room_type,site_review_count,site_review_rating,state,uniq_id
2150,"H.NO.694-A, MORJIM - ASHVEM ROAD MORJIM, PERNEM GOA.",Other North Goa Beaches,Goa,50,"The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly AS PER GOVERNMENT DIRECTIVES IT IS MANDATORY FOR ALL GUEST TO SHOW THEIR PHOTO ID AT CHECK IN, WHICH CAN BE IN FORM OF PASSPORT AND VISA COPY/ DRIVING LICENSE/ VOTER ID CARD FAILING WHICH THE HOTEL RESERVES THE RIGHT OF REFUSAL.",Airport Transfer Available / Surcharge|Doctor on Call|Internet Access - Surcharge|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|24 Hour Front Desk| Bike on Rent|Village Visit ( Chargeable )|Car Rental|Taxi Services|Food Facility|Outdoor Parking - Non Secured|Parking Facility|Internet Access|Restaurant|Room Service,15.6404124,Other North Goa Beaches,73.7223316,HTLGBO1000006831,White Feather Guest House,Guest House,Goa,28,Deluxe,4,2.9,Goa,b48f2d3859668dcd5a4caf069909f450
1095,"787, Badi Omti, Near Clock Tower","Badi Omti, Near Clock Tower",Jabalpur,64,The standard check-in time is 12:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Check in time and Check out time is 24 hours. Unmarried Couple are not allowed,Doctor on Call|Dry Cleaning|Lobby|Front Desk|Local Tour / Travel Desk|24 Hour Front Desk|Newspapers In Lobby,23.169457,"Badi Omti, Near Clock Tower",79.9400593,HTLGBO1000012644,Hotel Palace,Hotel,Jabalpur,2,Standard Room Non A.C,17,2.7,Madhya Pradesh,c9cc7f99ab0538234d290c65f575ea1e
2095,R-3 Chikalthana,Jalna Road,Aurangabad,73,The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,"Swimming Pool|Babysitting/ Child Care (surcharge)|Banquet Facilities|Bar / Lounge |Beauty Salon - on charge|Business Center |Concierge|Disabled Friendly Facilities |Doctor on Call|Health Club / Gym Facility Available|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Spa On Site - Chargeable|Local Tour / Travel Desk|24 Hour Front Desk|Luggage Storage|Doorman|Air-Conditioning - Central|Wake-up Call / Service|Porter / Bellhop|Coffee Shop / Cafe|Conference Facility |Smoking Rooms|Electronic / Magnetic Keys|Wheelchair Accessibility - Room|Massage Services |Pick Up and Drop (Rly Station, Bus Stand, Temple)|Smoking Area |Car Rental|Express Laundry|Taxi Services|Newspapers In Lobby|Room Service (24 Hours)|STD / ISD|Baggage Room|Guide / Sightseeing Service|Parking Facility",19.87593276,Jalna Road,75.35900518,HTLGBO1000006552,WelcomHotel Rama International,Hotel,Aurangabad,30,Corporate,63,4.3,Maharashtra,f34bfee9e586e460152f9178d7bdcecd
1287,"Rangbari Rd, Sector - 5, Talwandi, Kota, Rajasthan 324005",Talwandi,Kota,90,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Booking rates will not be valid for Christmas  New year dates, High season  long weekend dates  extra supplement will be charged over above the paid rates as per actual  hotel discretion.",Parking Facilities Available|Front Desk,25.1497112,Talwandi,75.8364277,HTLGBO1000064030,UDAY REGENCY,Hotel,Kota,5,STANDARD ROOM,40,4.2,Rajasthan,f8ea2da546b7cf49c951c53d19343f76
360,"Opp. Old Tehsil, Near PNB, old GT Road,",Shakti Colony,Karnal,100,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Booking rates will not be valid for Christmas and New year dates High season and long weekend dates extra supplement will be charged over and above the paid rates as per actual and hotel discretion.,Doctor on Call|Parking Facilities Available|Front Desk|Room Service,29.7084648,Shakti Colony,76.9856271,HTLGBO1000063356,Fidalgo hotel Pvt. Ltd.,Hotel,Karnal,25,super delux,1,5.0,Haryana,b825c736c080e4123b747665b20b70c0
2123,"#7, Devanga Hostel Road,10th Main, Close to HCG Hospital S.R Nagar, Bangalore",Gandhi Nagar/ Majestic / City Railway Station,Bangalore,66,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel,Business Center |Doctor on Call|Dry Cleaning|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|24 Hour Front Desk|Air-Conditioning - Central|Welcome Drinks|Express Check-In / Check-Out|Board Room|Family Room|Room Service (24 Hours)|Outdoor Parking - Secured,12.9656733,Gandhi Nagar/ Majestic / City Railway Station,77.5896133,HTLGBO1000008137,VT Paradise,Hotel,Bangalore,18,Standard AC,21,3.7,Karnataka,650288847c0cb42400b17d777ecac040
1023,"Chanakyapuri Colony, Satna (MP) India",Nirmal Chhaya Rewa Road,Satna,85,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly The standard check-in time is 12:00 PM and the standard check-out time is 24 Hours from Check-in. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel,"Banquet Facilities|Business Center |Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|Valet service|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Doorman|Medical Assistance Available|Air-Conditioning - Central|Power Backup|Express Check-In / Check-Out|Gardens|Computer Rental|Wedding Services Facility|Catering|Multi Lingual Staff|Wake-up Call / Service|Suitable For Children|Separate Sitting Area|Grocery|Access Via Exterior Corridors|ATM / Banking|Electronic / Magnetic Keys|Multi - Line Phone|Fire Place Available |Free Local Calls|Cell Phone Rental|Wheelchair Accessibility - Room|Massage Services |Pick Up and Drop (Rly Station, Bus Stand, Temple)|Open Air Restaurant / Dining |Transfers Available| Bike on Rent|In House Events |Village Visit ( Chargeable )|Car Rental|Express Laundry|Oxygen Cylinder (on request)|Meditation Room|Water Dispenser Available|Self Check - In|Taxi Services|Mini Theatre|City Shuttle Service|Food Facility| Drivers Rest Room|Internet Access Free|Electronic Check-Out|Postal / Parcel Services|Family Room|Room Service (24 Hours)| Cook Services|Party hall|Air / Rail Booking|STD / ISD|Courier Service|Guide / Sightseeing Service|Laptop Available on Hire|Internet / Fax (Reception area only)|Courtesy Coach|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Restaurant|Room Service|Ayurvedic Facilities |Fire Safety|CCTV|Fire Exit Signs|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days|Hotel Trading License|Porter Services Available|Public Restrooms|Speciality Restaurant |Suites",24.57117892,Nirmal Chhaya Rewa Road,80.84775519,HTLGBO1000091610,Hotel Park Shree,Hotel,Satna,15,Deluxe Room,7,4.6,Madhya Pradesh,c0c493f2abcfe6b622face905645fc23
1836,"Plot No. 585, Gunjan, GIDC, Vapi ,Plot No. CM/11, Koparli Road,VAPI",Gunjan Geet Big Cinemas,Vapi,81,"The standard check-in time is 12:00 PM and the standard check-out time is 09:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Guest should show valid id proof such as passport , driving license , aadhar card or voters id  PAN card will not be considered as valid id proof  Local residents will not be allowed in  hotel Unmarried couple will not be allowed",Doctor on Call|Parking Facilities Available|Front Desk,20.3757,Gunjan Geet Big Cinemas,72.92055511,HTLGBO1000010597,Hotel Royale Inn,Hotel,Vapi,6,Semi Deluxe A/c Room,103,3.7,Gujarat,fa64a39495209123e41d987337b241cc
1312,"360, Ward 12/B, Gandhidham,  Kutch 370 201, Gujarat",tagore road,Gandhidham,0,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Valid Id proof is required. Unmarried Couple is Not Allowed in the Hotel accommodation can be denied to guests posing as a couple if suitable proof of marriage identification is not presented at the time of check in. The hotel will not be responsib,Business Center |Doctor on Call|Dry Cleaning|Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|Valet service|24 Hour Front Desk|Doorman|Air-Conditioning - Central|Welcome Drinks|Power Backup|Gardens|Wedding Services Facility|Catering|Multi Lingual Staff|Wake-up Call / Service|Coffee Shop / Cafe|Fax Machine|Multi - Line Phone|Free Local Calls|Wheelchair Accessibility - Room|Smoking Area |Transfers Available|Veg / Non Veg Kitchens Separate |Shopping Drop Facility (on fixed timings)|Extra Person / Child - Share the same room|Village Visit ( Chargeable )|Car Rental|Water Dispenser Available|Self Check - In|Taxi Services|City Shuttle Service|Food Facility| Drivers Rest Room|Internet Access Free|Newspapers In Lobby|Family Room|Room Service (24 Hours)|Parking (Surcharge)|Air / Rail Booking|STD / ISD|Courier Service|Internet / Fax (Reception area only)|Outdoor Parking - Secured|Parking Facility|Internet Access|Restaurant|Room Service|Fire Safety|Public Restrooms|Security at All Hotel Entrances|Speciality Restaurant,23.0707488,tagore road,70.1346364,HTLGBO1000051460,The Shiv Regency,Hotel,Gandhidham,34,Executive Room,2,2.3,Gujarat,4df679298ad97a46737c7331a61c8d9a
1763,"SECTOR-5, NEAR HEMA PETROL PUMP, SIKANDRA-BODLA ROAD",Others,Agra,66,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel.,Concierge|Doctor on Call|Dry Cleaning|Front Desk|Power Backup|Food Facility|Courtesy Coach|RO Water Purification System|Parking Facility,27.2017217,Others,77.9540764,HTLGBO1000015216,Hotel Red Inn,Hotel,Agra,23,Standard room,6,2.1,Uttar Pradesh,9d616a4f154f33ea43c54874e3d4b420
1230,"Near railway station,90 / 62,Geetha Hall Road,Behind Cheran Towers,",City Centre - Main Railway Junction,Coimbatore,79,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Banquet Facilities|Bar / Lounge |Business Center |Disabled Friendly Facilities |Doctor on Call|Dry Cleaning|Laundry Service Available|Library|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Valet service|Major Credit Cards Accepted|24 Hour Front Desk|Power Backup|Gardens|Taxi Services|Food Facility|Internet Access Free|Newspapers In Lobby|Family Room|Party hall|Parking Facility,10.99805316,City Centre - Main Railway Junction,76.97019872,HTLGBO1000021334,Hotel Park Plaza,Hotel,Coimbatore,12,Executive Room,110,3.9,Tamil Nadu,db559cfbd56c1b3c44a086bb8a6af245
2180,"Village Karyal PO Fagu, Near Galleu",Chail-Kufri Road,Shimla,100,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Library|Lobby|Locker Facility|Air-Conditioning - Central|Power Backup|Express Check-In / Check-Out,31.0856576,Chail-Kufri Road,77.3008506,HTLGBO1000085820,Wanderers Camps,Tent,Shimla,4,luxary,2,5.0,Himachal Pradesh,a273f949c2dde4d873d90ae4f1d20a6b
599,"18 Siris Road,T1/1, DLF Phase III",Dlf Phase I I I,Gurgaon,64,The standard check-in time is 01:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly 1. Hotel Has full right to deny the check-in of suspicious guest. 2. Id Proof is mandatory for each guests. Like- Driving licence /Voter card /Adhar card /Passport.  3. Check-in time - 12:00 noon  and  Check-out time - 11:00 am.,Doctor on Call|Health Club / Gym Facility Available|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Solarium|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Doorman|Medical Assistance Available|Welcome Drinks|Power Backup|Audio - Visual Equipment|Catering|Porter / Bellhop|Conference Facility |Fax Machine|Transfers Available|Vegetarian Food / Jain Food Available|Internet Access Free|Newspapers In Lobby|Postal / Parcel Services|Room Service (24 Hours)|Air / Rail Booking|Courier Service|Outdoor Parking - Secured|Parking Facility|Internet Access,28.49097794,Dlf Phase I I I,77.10731059,HTLGBO1000008366,Siris 18,Hotel,Gurgaon,18,Deluxe Room,28,4.0,Haryana,b5650af72b04abee7f6bfd8112351d1b
